epoch,iou_score,loss,val_iou_score,val_loss
0,0.5030994,0.7918946574075568,0.49542883038520813,1.459189534187317
1,0.6628292,0.5445595998677515,0.6905353665351868,0.5091017484664917
2,0.72004724,0.4472476032616631,0.5419513583183289,1.7610070705413818
3,0.76116496,0.3806648777809835,0.6685896515846252,0.2153623402118683
4,0.7815703,0.343506056458479,0.6442741751670837,0.6297562718391418
5,0.81298244,0.2907037688491325,0.6660413146018982,0.5770457983016968
6,0.8324213,0.2583379638207055,0.7250871658325195,0.6388838291168213
